ident;type;name;elevation_ft;continent;iso_country;iso_region;municipality;gps_code;iata_code;local_code;coordinates1;coordinates2
EHVK;medium_airport;Volkel Air Base;72;EU;NL;NL-NB;Uden;EHVK;;;5,7077778;51,657222
EHWO;medium_airport;Woensdrecht Air Base;63;EU;NL;NL-NB;Bergen Op Zoom;EHWO;WOE;;4,34203;51,4491
EICK;large_airport;Cork Airport;502;EU;IE;IE-C;Cork;EICK;ORK;;-8,491109848;51,84130096
EICM;medium_airport;Galway Airport;81;EU;IE;IE-G;Galway;EICM;GWY;;-8,941590309;53,30020142
EIDL;medium_airport;Donegal Airport;30;EU;IE;IE-DL;Donegal;EIDL;CFN;;-8,340999603;55,0442009
EIDW;large_airport;Dublin Airport;242;EU;IE;IE-D;Dublin;EIDW;DUB;;-6,27007;53,421299
EIKN;medium_airport;Ireland West Knock Airport;665;EU;IE;IE-MO;Charleston;EIKN;NOC;;-8,818490028;53,91030121
EIKY;medium_airport;Kerry Airport;112;EU;IE;IE-KY;Killarney;EIKY;KIR;;-9,523779869;52,18090057
EIME;medium_airport;Casement Air Base;319;EU;IE;IE-D;Baldonnel;EIME;;;-6,451330185;53,30170059
EINN;large_airport;Shannon Airport;46;EU;IE;IE-CE;Shannon;EINN;SNN;;-8,92482;52,702
EISG;medium_airport;Sligo Airport;11;EU;IE;IE-SO;Sligo;EISG;SXL;;-8,599209785;54,28020096
EIWF;medium_airport;Waterford Airport;119;EU;IE;IE-WD;Waterford;EIWF;WAT;;-7,086959839;52,18719864
EIWT;medium_airport;Weston Airport;150;EU;IE;IE-KE;Leixlip;EIWT;;;-6,48611021;53,35219955
EKAH;medium_airport;Aarhus Airport;82;EU;DK;DK-82;Aarhus;EKAH;AAR;;10,61900043;56,29999924
EKBI;large_airport;Billund Airport;247;EU;DK;DK-83;Billund;EKBI;BLL;;9,151780128;55,74029922
EKCH;large_airport;Copenhagen Kastrup Airport;17;EU;DK;DK-84;Copenhagen;EKCH;CPH;;12,65600014;55,61790085
EKEB;medium_airport;Esbjerg Airport;97;EU;DK;DK-83;Esbjerg;EKEB;EBJ;;8,5534;55,525902
EKKA;medium_airport;Karup Airport;170;EU;DK;DK-82;Karup;EKKA;KRP;;9,124629974;56,29750061
EKMB;medium_airport;Lolland Falster Maribo Airport;16;EU;DK;DK-85;Lolland Falster / Maribo;EKMB;MRW;;11,4401;54,699299
EKOD;medium_airport;Odense Airport;56;EU;DK;DK-83;Odense;EKOD;ODE;;10,33090019;55,47669983
EKRK;medium_airport;Copenhagen Roskilde Airport;146;EU;DK;DK-85;Copenhagen;EKRK;RKE;;12,13140011;55,58560181
EKRN;medium_airport;Bornholm Airport;52;EU;DK;DK-84;RÃ¸nne;EKRN;RNN;;14,75959969;55,06330109
EKSB;medium_airport;SÃ¸nderborg Airport;24;EU;DK;DK-83;SÃ¸nderborg;EKSB;SGD;;9,791729927;54,96440125
EKSN;medium_airport;Sindal Airport;92;EU;DK;DK-81;Sindal;EKSN;CNL;;10,2294;57,503502
EKSP;medium_airport;Skrydstrup Air Base;141;EU;DK;DK-83;Vojens;EKSP;SKS;;9,26702;55,221048
EKSV;medium_airport;Skive Airport;74;EU;DK;DK-82;Skive;EKSV;SQW;;9,172980309;56,55020142
EKTS;medium_airport;Thisted Airport;23;EU;DK;DK-81;Thisted;EKTS;TED;;8,705220222;57,06880188
EKVD;medium_airport;Kolding Vamdrup Airfield;143;EU;DK;DK-83;Kolding / Vamdrup;EKVD;;;9,33092;55,436298
EKVG;medium_airport;Vagar Airport;280;EU;FO;FO-U-A;Vagar;EKVG;FAE;;-7,277219772;62,06359863
EKVJ;medium_airport;Stauning Airport;17;EU;DK;DK-82;Skjern / RingkÃ¸bing;EKVJ;STA;;8,353910446;55,99010086
EKYT;large_airport;Aalborg Airport;10;EU;DK;DK-81;Aalborg;EKYT;AAL;;9,849243164;57,09275891
ELLX;large_airport;Luxembourg-Findel International Airport;1234;EU;LU;LU-L;Luxembourg;ELLX;LUX;;6,2044444;49,6233333
ENAL;medium_airport;Ãlesund Airport;69;EU;NO;NO-15;Ãlesund;ENAL;AES;;6,119699955;62,5625
ENAN;medium_airport;AndÃ¸ya Airport;43;EU;NO;NO-18;Andenes;ENAN;ANX;;16,14419937;69,29250336
ENAT;medium_airport;Alta Airport;9;EU;NO;NO-20;Alta;ENAT;ALF;;23,37170029;69,97609711
ENBN;medium_airport;BrÃ¸nnÃ¸ysund Airport;25;EU;NO;NO-18;BrÃ¸nnÃ¸y;ENBN;BNN;;12,21749973;65,46109772
ENBO;large_airport;BodÃ¸ Airport;42;EU;NO;NO-18;BodÃ¸;ENBO;BOO;;14,36530018;67,26920319
ENBR;large_airport;Bergen Airport Flesland;170;EU;NO;NO-12;Bergen;ENBR;BGO;;5,218140125;60,29339981
ENBS;medium_airport;BÃ¥tsfjord Airport;490;EU;NO;NO-20;BÃ¥tsfjord;ENBS;BJF;;29,69140053;70,60050201
ENBV;medium_airport;BerlevÃ¥g Airport;42;EU;NO;NO-20;BerlevÃ¥g;ENBV;BVG;;29,034201;70,871399
ENCN;medium_airport;Kristiansand Airport;57;EU;NO;NO-10;Kjevik;ENCN;KRS;;8,08537;58,204201
ENDU;medium_airport;Bardufoss Airport;252;EU;NO;NO-19;MÃ¥lselv;ENDU;BDU;;18,54039955;69,05580139
ENEN;medium_airport;EngelÃ¸y Airport;10;EU;NO;NO-18;EngelÃ¸y;ENEN;;;14,9925;67,967222
ENEV;medium_airport;Harstad/Narvik Airport, Evenes;84;EU;NO;NO-18;Evenes;ENEV;EVE;;16,67810059;68,49130249
ENFG;medium_airport;Leirin Airport;2697;EU;NO;NO-05;;ENFG;VDB;;9,288060188;61,0155983
ENFL;medium_airport;FlorÃ¸ Airport;37;EU;NO;NO-14;FlorÃ¸;ENFL;FRO;;5,024720192;61,58359909
ENGM;large_airport;Oslo Gardermoen Airport;681;EU;NO;NO-02;Oslo;ENGM;OSL;;11,10039997;60,19390106
ENHD;medium_airport;Haugesund Airport;86;EU;NO;NO-11;KarmÃ¸y;ENHD;HAU;;5,208360195;59,34529877
ENHF;medium_airport;Hammerfest Airport;266;EU;NO;NO-20;Hammerfest;ENHF;HFT;;23,66860008;70,67970276
ENHV;medium_airport;Valan Airport;44;EU;NO;NO-20;HonningsvÃ¥g;ENHV;HVG;;25,98360062;71,00969696
ENKB;medium_airport;Kristiansund Airport (Kvernberget);204;EU;NO;NO-15;Kvernberget;ENKB;KSU;;7,824520111;63,11180115
ENKR;medium_airport;Kirkenes Airport (HÃ¸ybuktmoen);283;EU;NO;NO-20;Kirkenes;ENKR;KKN;;29,8913002;69,72579956
ENLK;medium_airport;Leknes Airport;78;EU;NO;NO-18;Leknes;ENLK;LKN;;13,6093998;68,15249634
ENMH;medium_airport;Mehamn Airport;39;EU;NO;NO-20;Mehamn;ENMH;MEH;;27,82670021;71,02970123
ENML;medium_airport;Molde Airport;10;EU;NO;NO-15;ÃrÃ¸;ENML;MOL;;7,262499809;62,74470139
ENMS;medium_airport;MosjÃ¸en Airport (KjÃ¦rstad);237;EU;NO;NO-18;;ENMS;MJF;;13,21490002;65,78399658
ENNA;medium_airport;Banak Airport;25;EU;NO;NO-20;Lakselv;ENNA;LKL;;24,9734993;70,06880188
ENNK;medium_airport;Narvik Framnes Airport;95;EU;NO;NO-18;Narvik;ENNK;NVK;;17,38669968;68,43689728
ENNO;medium_airport;Notodden Airport;63;EU;NO;NO-08;Notodden;ENNO;NTB;;9,21222;59,565701
ENOL;medium_airport;Ãrland Airport;28;EU;NO;NO-16;Ãrland;ENOL;OLA;;9,604000092;63,69889832
ENOV;medium_airport;Ãrsta-Volda Airport, Hovden;243;EU;NO;NO-15;Ãrsta;ENOV;HOV;;6,074100018;62,18000031
ENRA;medium_airport;Mo i Rana Airport, RÃ¸ssvoll;229;EU;NO;NO-18;Mo i Rana;ENRA;MQN;;14,30140018;66,36389923
ENRM;medium_airport;RÃ¸rvik Airport, Ryum;14;EU;NO;NO-17;RÃ¸rvik;ENRM;RVK;;11,14610004;64,83830261
ENRO;medium_airport;RÃ¸ros Airport;2054;EU;NO;NO-16;RÃ¸ros;ENRO;RRS;;11,34230042;62,57839966
ENRY;medium_airport;Moss Airport, Rygge;174;EU;NO;NO-01;Oslo;ENRY;RYG;;10,785439;59,378817
ENSB;medium_airport;Svalbard Airport, Longyear;88;EU;NO;NO-21;Longyearbyen;ENSB;LYR;;15,46560001;78,24610138
ENSH;medium_airport;SvolvÃ¦r Helle Airport;27;EU;NO;NO-18;SvolvÃ¦r;ENSH;SVJ;;14,66919994;68,24330139
ENSK;medium_airport;Stokmarknes Skagen Airport;11;EU;NO;NO-18;Hadsel;ENSK;SKN;;15,03341675;68,5788269
ENSN;medium_airport;Skien Airport;463;EU;NO;NO-08;Geiteryggen;ENSN;SKE;;9,566940308;59,18500137
ENSO;medium_airport;Stord Airport;160;EU;NO;NO-12;Leirvik;ENSO;SRP;;5,340849876;59,79190063
ENSR;medium_airport;SÃ¸rkjosen Airport;16;EU;NO;NO-19;SÃ¸rkjosen;ENSR;SOJ;;20,95940018;69,78679657
ENSS;medium_airport;VardÃ¸ Airport, Svartnes;42;EU;NO;NO-20;VardÃ¸;ENSS;VAW;;31,04490089;70,35540009
ENST;medium_airport;SandnessjÃ¸en Airport (Stokka);56;EU;NO;NO-18;Alstahaug;ENST;SSJ;;12,46889973;65,95680237
ENTC;large_airport;TromsÃ¸ Airport;31;EU;NO;NO-19;TromsÃ¸;ENTC;TOS;;18,91889954;69,6832962
ENTO;medium_airport;Sandefjord Airport, Torp;286;EU;NO;NO-07;Torp;ENTO;TRF;;10,25860024;59,18669891
ENVA;large_airport;Trondheim Airport VÃ¦rnes;56;EU;NO;NO-17;Trondheim;ENVA;TRD;;10,9239998;63,4578018
ENVD;medium_airport;VadsÃ¸ Airport;127;EU;NO;NO-20;VadsÃ¸;ENVD;VDS;;29,84469986;70,06529999
ENZV;large_airport;Stavanger Airport Sola;29;EU;NO;NO-11;Stavanger;ENZV;SVG;;5,63778019;58,87670135
EPBP;medium_airport;BiaÅa Podlaska Airfield;485;EU;PL;PL-LU;BiaÅa Podlaska;EPBP;BXP;;23,1325278;52,00078
EPBY;medium_airport;Bydgoszcz Ignacy Jan Paderewski Airport;235;EU;PL;PL-KP;Bydgoszcz;EPBY;BZG;;17,97769928;53,09680176
EPCE;medium_airport;Cewice Air Base;495;EU;PL;PL-PM;LÄbork;EPCE;;;17,7633;54,416
EPDE;medium_airport;Deblin Military Air Base;392;EU;PL;PL-LU;DÄblin;EPDE;;;21,89360046;51,55139923
EPGD;large_airport;GdaÅsk Lech WaÅÄsa Airport;489;EU;PL;PL-PM;GdaÅsk;EPGD;GDN;;18,46619987;54,37760162
EPIR;medium_airport;Inowroclaw Military Air Base;259;EU;PL;PL-KP;;EPIR;;;18,33060074;52,82939911
EPKK;large_airport;KrakÃ³w John Paul II International Airport;791;EU;PL;PL-MA;KrakÃ³w;EPKK;KRK;;19,7848;50,077702
EPKS;medium_airport;Krzesiny Military Air Base;265;EU;PL;PL-WP;;EPKS;;;16,96640015;52,33169937
EPKT;large_airport;Katowice International Airport;995;EU;PL;PL-SL;Katowice;EPKT;KTW;;19,08;50,4743
EPLK;medium_airport;Lask Military Air Base;633;EU;PL;PL-LD;;EPLK;;;19,17910004;51,55170059
EPLL;medium_airport;ÅÃ³dÅº WÅadysÅaw Reymont Airport;604;EU;PL;PL-LD;ÅÃ³dÅº;EPLL;LCJ;;19,3980999;51,72190094
EPLY;medium_airport;Leczyca Military Air Base;377;EU;PL;PL-LD;Leczyca;EPLY;;;19,14559937;52,00469971
EPMB;medium_airport;Malbork Military Air Base;16;EU;PL;PL-PM;;EPMB;;;19,13419914;54,02690125
EPMI;medium_airport;Miroslawiec Military Air Base;459;EU;PL;PL-ZP;MirosÅawiec;EPMI;;;16,08279991;53,39509964
EPMM;medium_airport;Minsk Mazowiecki Military Air Base;604;EU;PL;PL-MZ;;EPMM;;;21,65589905;52,19549942
EPMO;large_airport;Modlin Airport;341;EU;PL;PL-MZ;Warsaw;EPMO;WMI;;20,6518;52,451099
EPOK;medium_airport;Oksywie Military Air Base;144;EU;PL;PL-PM;Gdynia;EPOK;QYD;;18,51720047;54,57970047
EPPO;large_airport;PoznaÅ-Åawica Airport;308;EU;PL;PL-WP;PoznaÅ;EPPO;POZ;;16,82629967;52,42100143
EPPW;medium_airport;Powidz Military Air Base;371;EU;PL;PL-WP;;EPPW;;;17,853901;52,379398
EPRA;medium_airport;Radom Airport;610;EU;PL;PL-MZ;Radom;EPRA;RDO;;21,21330071;51,3891983
EPRZ;medium_airport;RzeszÃ³w-Jasionka Airport;693;EU;PL;PL-PK;RzeszÃ³w;EPRZ;RZE;;22,018999;50,110001
EPSC;medium_airport;"Szczecin-GoleniÃ³w ""SolidarnoÅÄ"" Airport";154;EU;PL;PL-ZP;Goleniow;EPSC;SZZ;;14,90219975;53,58470154
EPSN;medium_airport;Swidwin Military Air Base;385;EU;PL;PL-ZP;;EPSN;;;15,82629967;53,79059982
EPSY;medium_airport;Olsztyn-Mazury Airport;463;EU;PL;PL-WN;Olsztyn;EPSY;SZY;;20,9377;53,481899
EPTM;medium_airport;Tomaszow Mazowiecki Military Air Base;571;EU;PL;PL-LD;TomaszÃ³w Mazowiecki;EPTM;;;20,0977993;51,58440018
EPWA;large_airport;Warsaw Chopin Airport;362;EU;PL;PL-MZ;Warsaw;EPWA;WAW;;20,96710014;52,16569901
EPWR;large_airport;Copernicus WrocÅaw Airport;404;EU;PL;PL-DS;WrocÅaw;EPWR;WRO;;16,88579941;51,10269928
EPZG;medium_airport;Zielona GÃ³ra-Babimost Airport;194;EU;PL;PL-LB;Babimost;EPZG;IEG;;15,7986002;52,13850021
ESCF;medium_airport;Malmen Air Base;308;EU;SE;SE-E;LinkÃ¶ping;ESCF;;;15,52569962;58,40230179
ESDF;medium_airport;Ronneby Airport;191;EU;SE;SE-K;;ESDF;RNB;;15,26500034;56,26670074
ESFR;medium_airport;RÃ¥da Air Base;230;EU;SE;SE-Q;RÃ¥da;ESFR;;;13,05319977;58,49810028
ESGG;large_airport;Gothenburg-Landvetter Airport;506;EU;SE;SE-Q;Gothenburg;ESGG;GOT;;12,27980042;57,66279984
ESGJ;medium_airport;JÃ¶nkÃ¶ping Airport;741;EU;SE;SE-F;JÃ¶nkÃ¶ping;ESGJ;JKG;;14,06869984;57,75759888
ESGP;medium_airport;Gothenburg City Airport;59;EU;SE;SE-Q;Gothenburg;ESGP;GSE;;11,8704;57,7747
ESGR;medium_airport;SkÃ¶vde Airport;324;EU;SE;SE-Q;SkÃ¶vde;ESGR;KVB;;13,97270012;58,45640182
ESGT;medium_airport;TrollhÃ¤ttan-VÃ¤nersborg Airport;137;EU;SE;SE-Q;TrollhÃ¤ttan;ESGT;THN;;12,34500027;58,31809998
ESIB;medium_airport;SÃ¥tenÃ¤s Air Base;181;EU;SE;SE-Q;SÃ¥tenÃ¤s;ESIB;;;12,71440029;58,42639923
ESKK;medium_airport;Karlskoga Airport;400;EU;SE;SE-T;;ESKK;KSK;;14,49590015;59,34590149
ESKM;medium_airport;Mora Airport;634;EU;SE;SE-W;Mora;ESKM;MXX;;14,5114;60,957901
ESKN;medium_airport;Stockholm Skavsta Airport;140;EU;SE;SE-D;Stockholm / NykÃ¶ping;ESKN;NYO;;16,91220093;58,78860092
ESKX;medium_airport;BjÃ¶rkvik Air Base;;EU;SE;SE-D;BjÃ¶rkvik;ESKX;;;16,57119942;58,79079819
ESMK;medium_airport;Kristianstad Airport;76;EU;SE;SE-M;Kristianstad;ESMK;KID;;14,08549976;55,92169952
ESMQ;medium_airport;Kalmar Airport;17;EU;SE;SE-H;;ESMQ;KLR;;16,28759956;56,6855011
ESMS;large_airport;MalmÃ¶ Sturup Airport;236;EU;SE;SE-M;MalmÃ¶;ESMS;MMX;;13,37619781;55,53630536
ESMT;medium_airport;Halmstad Airport;101;EU;SE;SE-N;Halmstad;ESMT;HAD;;12,82019997;56,69110107
ESMX;medium_airport;VÃ¤xjÃ¶ Kronoberg Airport;610;EU;SE;SE-G;VÃ¤xjÃ¶;ESMX;VXO;;14,72799969;56,92910004
ESND;medium_airport;Sveg Airport;1178;EU;SE;SE-Z;;ESND;EVG;;14,4229002;62,04779816
ESNG;medium_airport;GÃ¤llivare Airport;1027;EU;SE;SE-BD;GÃ¤llivare;ESNG;GEV;;20,81459999;67,13240051
ESNK;medium_airport;Kramfors SollefteÃ¥ Airport;34;EU;SE;SE-Y;Kramfors / SollefteÃ¥;ESNK;KRF;;17,76889992;63,04859924
ESNL;medium_airport;Lycksele Airport;705;EU;SE;SE-AC;;ESNL;LYC;;18,71619987;64,5483017
ESNN;medium_airport;Sundsvall-HÃ¤rnÃ¶sand Airport;16;EU;SE;SE-Y;Sundsvall/ HÃ¤rnÃ¶sand;ESNN;SDL;;17,44389915;62,52809906
ESNO;medium_airport;ÃrnskÃ¶ldsvik Airport;354;EU;SE;SE-Y;ÃrnskÃ¶ldsvik;ESNO;OER;;18,98999977;63,40829849
ESNQ;medium_airport;Kiruna Airport;1508;EU;SE;SE-BD;Kiruna;ESNQ;KRN;;20,33679962;67,8219986
ESNS;medium_airport;SkellefteÃ¥ Airport;157;EU;SE;SE-AC;SkellefteÃ¥;ESNS;SFT;;21,07690048;64,62480164
ESNU;medium_airport;UmeÃ¥ Airport;24;EU;SE;SE-AC;UmeÃ¥;ESNU;UME;;20,28280067;63,79180145
ESNV;medium_airport;Vilhelmina Airport;1140;EU;SE;SE-AC;;ESNV;VHM;;16,83359909;64,57910156
ESNX;medium_airport;Arvidsjaur Airport;1245;EU;SE;SE-BD;Arvidsjaur;ESNX;AJR;;19,28190041;65,59030151
ESNY;medium_airport;SÃ¶derhamn Airport;88;EU;SE;SE-X;SÃ¶derhamn;ESNY;SOO;;17,09910011;61,26150131
ESNZ;medium_airport;Ãre Ãstersund Airport;1233;EU;SE;SE-Z;Ãstersund;ESNZ;OSD;;14,50030041;63,19440079
ESOE;medium_airport;Ãrebro Airport;188;EU;SE;SE-T;Ãrebro;ESOE;ORB;;15,03800011;59,22370148
ESOH;medium_airport;Hagfors Airport;474;EU;SE;SE-S;;ESOH;HFS;;13,57890034;60,02009964
ESOK;medium_airport;Karlstad Airport;352;EU;SE;SE-S;Karlstad;ESOK;KSD;;13,33740044;59,44469833
ESOW;medium_airport;Stockholm VÃ¤sterÃ¥s Airport;21;EU;SE;SE-U;Stockholm / VÃ¤sterÃ¥s;ESOW;VST;;16,63360023;59,58940125
ESPA;large_airport;LuleÃ¥ Airport;65;EU;SE;SE-BD;LuleÃ¥;ESPA;LLA;;22,12199974;65,54380035
ESSA;large_airport;Stockholm-Arlanda Airport;137;EU;SE;SE-AB;Stockholm;ESSA;ARN;;17,91860008;59,65190125
ESSB;medium_airport;Stockholm-Bromma Airport;47;EU;SE;SE-AB;Stockholm;ESSB;BMA;;17,94169998;59,35440063
ESSD;medium_airport;Borlange Airport;503;EU;SE;SE-W;;ESSD;BLE;;15,51519966;60,42200089
ESSK;medium_airport;GÃ¤vle Sandviken Airport;224;EU;SE;SE-X;GÃ¤vle / Sandviken;ESSK;GVX;;16,95140076;60,59329987
ESSL;medium_airport;LinkÃ¶ping City Airport;172;EU;SE;SE-E;LinkÃ¶ping;ESSL;LPI;;15,68050003;58,40620041
ESSP;medium_airport;NorrkÃ¶ping Airport;32;EU;SE;SE-E;NorrkÃ¶ping;ESSP;NRK;;16,25060081;58,5862999
ESST;medium_airport;Torsby Airport;393;EU;SE;SE-S;;ESST;TYF;;12,99129963;60,1576004
ESSU;medium_airport;Eskilstuna Airport;139;EU;SE;SE-D;Eskilstuna;ESSU;EKT;;16,70840073;59,35110092
ESSV;medium_airport;Visby Airport;164;EU;SE;SE-I;Visby;ESSV;VBY;;18,34620094;57,66279984
ESTA;medium_airport;Ãngelholm-Helsingborg Airport;68;EU;SE;SE-M;Ãngelholm;ESTA;AGH;;12,84710026;56,29610062
ESTL;medium_airport;Ljungbyhed Airport;140;EU;SE;SE-M;Ljungbyhed;ESTL;;;13,21249962;56,08280182
ESUD;medium_airport;Storuman Airport;915;EU;SE;SE-AC;;ESUD;SQO;;17,69659996;64,96089935
ESUP;medium_airport;Pajala Airport;542;EU;SE;SE-BD;;ESUP;PJA;;23,06889915;67,24559784
ESUT;medium_airport;Hemavan Airport;1503;EU;SE;SE-AC;Hemavan;ESUT;HMV;;15,0828;65,806099
ETAD;medium_airport;Spangdahlem Air Base;1197;EU;DE;DE-RP;Trier;ETAD;SPM;;6,692500114;49,97269821
ETAR;large_airport;Ramstein Air Base;776;EU;DE;DE-RP;Ramstein;ETAR;RMS;;7,600279808;49,43690109
ETHB;medium_airport;BÃ¼ckeburg Air Base;230;EU;DE;DE-NI;;ETHB;;;9,08217;52,2785
ETHC;medium_airport;Celle Army Airfield;129;EU;DE;DE-NI;;ETHC;;;10,0221;52,591202
ETHF;medium_airport;Fritzlar Army Airfield;1345;EU;DE;DE-HE;Fritzlar;ETHF;FRZ;;9,286;51,1146
ETHL;medium_airport;Laupheim Air Base;1766;EU;DE;DE-BW;;ETHL;;;9,91002;48,220299
ETHM;medium_airport;Mendig Airfield;597;EU;DE;DE-RP;;EDRE;;;7,31533;50,366001
ETHN;medium_airport;Niederstetten Army Air Base;1339;EU;DE;DE-BW;Niederstetten;ETHN;;;9,958889;49,391945
ETHS;medium_airport;Fassberg Air Base;245;EU;DE;DE-NI;;ETHS;;;10,185827;52,919399
ETIC;medium_airport;Grafenwohr Army Air Field;1363;EU;DE;DE-BY;;ETIC;;;11,94019985;49,69869995
ETIH;medium_airport;Hohenfels Army Air Field;1455;EU;DE;DE-BY;;ETIH;;;11,83609962;49,2181015
ETMN;medium_airport;Nordholz Naval Airbase;74;EU;DE;DE-NI;Cuxhaven;ETMN;FCN;;8,658499718;53,7677002
ETND;medium_airport;Diepholz Air Base;128;EU;DE;DE-NI;Diepholz;ETND;;;8,342222;52,585556
ETNG;medium_airport;Geilenkirchen Air Base;296;EU;DE;DE-NW;;ETNG;GKE;;6,04242;50,9608
ETNH;medium_airport;Hohn Air Base;39;EU;DE;DE-SH;;ETNH;;;9,53817;54,312199
ETNL;medium_airport;Rostock-Laage Airport;138;EU;DE;DE-MV;Rostock;ETNL;RLG;;12,27830029;53,91820145
ETNN;medium_airport;NÃ¶rvenich Air Base;386;EU;DE;DE-NW;;ETNN;;;6,65817;50,8312
ETNS;medium_airport;Schleswig Air Base;70;EU;DE;DE-SH;Jagel;ETNS;WBG;;9,51633;54,459301
ETNT;medium_airport;Wittmundhafen Air Base;26;EU;DE;DE-NI;;ETNT;;;7,66733;53,547798
ETNW;medium_airport;Wunstorf Air Base;187;EU;DE;DE-NI;;ETNW;;;9,42717;52,457298
ETOU;medium_airport;Wiesbaden Army Airfield;461;EU;DE;DE-HE;Wiesbaden;ETOU;WIE;;8,325400352;50,04980087
ETSB;medium_airport;BÃ¼chel Air Base;1568;EU;DE;DE-RP;;ETSB;;;7,063330173;50,17380142
ETSH;medium_airport;Holzdorf Air Base;265;EU;DE;DE-BR;;ETSH;;;13,1677;51,767799
ETSI;medium_airport;Ingolstadt Manching Airport;1202;EU;DE;DE-BY;Manching;ETSI;IGS;;11,5340004;48,71569824
ETSL;medium_airport;Lechfeld Air Base;1822;EU;DE;DE-BY;Lagerlechfeld;ETSL;;;10,8612;48,185504
ETSN;medium_airport;Neuburg AFB;1249;EU;DE;DE-BY;Neuburg (Donau);ETSN;;;11,2115;48,710999
EVDA;medium_airport;Daugavpils Intrenational Airport;398;EU;LV;LV-DA;Daugavpils;EVDA;DGP;;26,66500092;55,94472122
EVKA;medium_airport;JÄkabpils Air Base;289;EU;LV;LV-JK;JÄkabpils;EVKA;;;25,8925;56,534698
EVLA;medium_airport;LiepÄja International Airport;16;EU;LV;LV-LE;LiepÄja;EVLA;LPX;;21,09690094;56,51750183
EVRA;large_airport;Riga International Airport;36;EU;LV;LV-RIX;Riga;EVRA;RIX;;23,97109985;56,92359924
EVTA;medium_airport;JÅ«rmala Airport;220;EU;LV;LV-TU;Tukums;EVJA;;;23,2239;56,9422
EVVA;medium_airport;Ventspils International Airport;19;EU;LV;LV-VEN;Ventspils;EVVA;VNT;;21,5442009;57,35779953
EYKA;medium_airport;Kaunas International Airport;256;EU;LT;LT-KU;Kaunas;EYKA;KUN;;24,08480072;54,96390152
EYKD;medium_airport;KÄdainiai Air Base;171;EU;LT;LT-KU;KÄdainiai;EYKD;;;23,95639992;55,31169891
EYPA;medium_airport;Palanga International Airport;33;EU;LT;LT-KL;Palanga;EYPA;PLQ;;21,09390068;55,97320175
EYPP;medium_airport;PanevÄÅ¾ys Air Base;197;EU;LT;LT-PN;PanevÄÅ¾ys;EYPP;PNV;;24,46080017;55,72940063
EYSA;medium_airport;Å iauliai International Airport;443;EU;LT;LT-SA;Å iauliai;EYSA;SQQ;;23,39500046;55,89390182
EYSB;medium_airport;Barysiai Airfield;270;EU;LT;LT-SA;Å iauliai;EYSB;;;23,5581;56,070599
EYVI;large_airport;Vilnius International Airport;648;EU;LT;LT-VL;Vilnius;EYVI;VNO;;25,285801;54,634102
LAKU;medium_airport;KukÃ«s Airport;1120;EU;AL;AL-07;KukÃ«s;LAKU;;;20,41589928;42,03369904
LAKV;medium_airport;KuÃ§ovÃ« Air Base;135;EU;AL;AL-01;KuÃ§ovÃ«;LAKV;;;19,90189934;40,77190018
LATI;large_airport;Tirana International Airport Mother Teresa;126;EU;AL;AL-11;Tirana;LATI;TIA;;19,72060013;41,41469955
LAVL;medium_airport;VlorÃ« Air Base;3;EU;AL;AL-12;VlorÃ«;LAVL;;;19,4741993;40,47610092
LBBG;large_airport;Burgas Airport;135;EU;BG;BG-02;Burgas;LBBG;BOJ;;27,51519966;42,56959915
LBGO;medium_airport;Gorna Oryahovitsa Airport;285;EU;BG;BG-04;Gorna Oryahovitsa;LBGO;GOZ;;25,71290016;43,15140152
LBPD;medium_airport;Plovdiv International Airport;597;EU;BG;BG-16;Plovdiv;LBPD;PDV;;24,8508;42,067799
LBPG;medium_airport;Graf Ignatievo Air Base;190;EU;BG;BG-16;Graf Ignatievo;LBPG;;;24,7140007;42,29040146
LBPL;medium_airport;Dolna Mitropoliya Air Base;330;EU;BG;BG-15;Dolna Mitropoliya;LBPL;;;24,5028;43,451401
LBSF;large_airport;Sofia Airport;1742;EU;BG;BG-23;Sofia;LBSF;SOF;;23,41143608;42,69669342
LBWB;medium_airport;Balchik Air Base;660;EU;BG;BG-03;Balchik;LBWB;;;28,18129921;43,42380142
LBWN;large_airport;Varna Airport;230;EU;BG;BG-03;Varna;LBWN;VAR;;27,8251;43,232101
LCEN;medium_airport;Ercan International Airport;404;AS;CY;CY-02;Nicosia;LCEN;ECN;;33,49610138;35,15470123
LCLK;large_airport;Larnaca International Airport;8;AS;CY;CY-04;Larnarca;LCLK;LCA;;33,62490082;34,87509918
LCPH;large_airport;Paphos International Airport;41;AS;CY;CY-06;Paphos;LCPH;PFO;;32,4856987;34,7179985
LCRA;large_airport;RAF Akrotiri;76;EU;GB;GB-U-A;Akrotiri;LCRA;AKT;;32,9879;34,590401
LDDU;medium_airport;Dubrovnik Airport;527;EU;HR;HR-19;Dubrovnik;LDDU;DBV;;18,26819992;42,56140137
LDOS;medium_airport;Osijek Airport;290;EU;HR;HR-14;Osijek;LDOS;OSI;;18,81019974;45,46269989
LDPL;medium_airport;Pula Airport;274;EU;HR;HR-18;Pula;LDPL;PUY;;13,9222002;44,89350128
LDRI;medium_airport;Rijeka Airport;278;EU;HR;HR-08;Rijeka;LDRI;RJK;;14,5703001;45,21689987
